"","segment","TreeID","sp","lichen","apex_dist","fresh_mass","dry_mass","length_counted_lenticel","n_lenticels","lenticel_diam1","lenticel_diam2","lenticel_diam3","lenticel_diam4","lenticel_diam5","lenticel_diam6","lenticel_diam7","lenticel_diam8","lenticel_diam9","lenticel_diam10","exposed_length","total_length","basal_diam1","basal_diam2","basal_xylem_diam1","basal_xylem_diam2","basal_pith_diam1","basal_pith_diam2","distal_diam1","distal_diam2","distal_xylem_diam1","distal_xylem_diam2","distal_pith_diam1","distal_pith_diam2","treatment","sampleID","diam","wood_diam","sa","bark_thickness","vol","water_content","density","lenticel_size","LD","d_basal_mm","d_distal_mm","r_basal_cm","r_distal_cm","L_cm","V_cm3","rho_g_cm3","end_mass_sample","Tc","RH","sat_mass_g","RWC_end_sat","deficit_end","CWR_end","psi_end","RH_instem","svp_kPa","ws","wa","w_instem","D_100","D_unsat","mf_unsat"
"37","008B",8,"MG",0.2,42,4.0117,2.1196,30.76,16,1.13,1.2,0.99,1,2.09,1.41,1.27,1.37,1.12,1.27,43.67,61.77,9.4,9.46,7.52,7.22,2.62,2.73,9.24,8.7,7.41,6.61,1.62,1.61,"25C","008B",9.2,7.19,0.00126217883087685,1.005,1307.0532,0.00144760748835625,0.00162166314270911,1.285,0.056538700740657,9.43,8.97,0.4715,0.4485,6.177,4.10708419528998,0.516083892906497,3.9469,23.7302096491228,61.7760397368421,4.85032055892635,0.669164039515801,0.330835960484199,219.966408276312,-1.05739944855437,99.231241460448,2.93778680919194,0.0290008569515492,0.0179155809144138,0.0287779103871909,0.0110852760371354,0.0108623294727772,0.976653254349198
"38","008C",8,"MG",0,42,4.9416,2.4917,31.74,16,1.03,1.29,1.39,1.1,1.32,1.45,1.3,1.26,1.49,1.09,56.23,72.41,10.34,9.65,7.49,7.68,2.93,3.11,9.8,9.85,8.28,7.92,2.94,3.05,"35C","008C",9.91,7.8425,0.00175061889117152,1.03375,1777.81213025,0.00137804212172604,0.00140155416739654,1.272,0.0508673842782904,9.995,9.825,0.49975,0.49125,7.241,5.58529849141299,0.446117607470902,4.7876,33.6623726956522,35.216065826087,6.45901147842598,0.578704246562182,0.421295753437818,299.251952423967,-2.03521586060885,98.572989584407,5.22556496323783,0.0515850440596035,0.018166223072446,0.0508489201079847,0.0334188209871576,0.0326826970355388,0.965492428409785
"39","008D",8,"MG",0.03,49,4.1584,2.0875,20.3,9,0.86,1.21,1.39,0.78,1.36,1.06,0.96,1.72,1.35,0.71,65.41,84.32,7.74,7.8,5.89,6.09,2.14,2.85,7.87,7.63,6.36,6.02,1.85,2.18,"45C","008D",7.76,6.09,0.00159461462565735,0.835,1269.387008,0.0016314173588895,0.00164449453700412,1.14,0.0571327002183739,7.77,7.75,0.3885,0.3875,8.432,3.98789910638757,0.523458579144185,3.783,41.066091238938,23.9222159292035,4.71987962586809,0.644094029348397,0.355905970651603,234.930624089122,-1.19548501743866,99.1790179179004,7.81476071490212,0.0771447257147298,0.0184547278634694,0.0765113813393269,0.0586899978512603,0.0580566534758575,0.952516945398602
"40","008E",8,"MG",0.03,65,4.9484,2.6717,37.5,24,1.39,0.98,1.32,1.39,1.45,1.16,1.48,1,1.16,1.16,54.64,73.15,9.7,9.55,8.02,7.68,1.84,1.39,9.36,9.36,7.95,8.24,0.79,0.77,"55C","008E",9.4925,7.9725,0.00162945048995595,0.76,1647.84193492188,0.00138162523464846,0.00162133269179526,1.249,0.0674216486700026,9.625,9.36,0.48125,0.468,7.315,5.17718433019173,0.516052709272775,4.6489,47.9796785344828,23.3545823275862,6.1140142003216,0.574381036982411,0.425618963017589,282.994405236358,-1.77378400629217,98.8103180782642,11.1649678052837,0.110216858887302,0.0257406870477145,0.108905628842415,0.0844761718395875,0.0831649417947003,0.932676842054935
"41","009A",9,"TD",0.2,86,3.1465,1.5351,30.69,10,0.99,0.73,1.35,1.24,1.02,0.89,1.3,1.19,1.17,1.29,43.7,60.56,8.82,8.63,7.11,7.03,1.84,2,7.63,7.69,6.44,6.48,1.67,1.75,"10C","009A",8.1925,6.765,0.00112472865449515,0.71375,1016.152231625,0.00158578601694659,0.00151069884238222,1.117,0.0397728453483619,8.725,7.66,0.43625,0.383,6.056,3.19683204847886,0.480194134918799,3.1132,11.2400954311927,37.0573153211009,3.73511386666068,0.717313660570395,0.282686339429605,194.540675653136,-0.854807868257604,99.3508464613579,1.33417430911032,0.0131705262498551,0.00488064344185718,0.0130850293126464,0.00828988280799794,0.00820438587078921,0.991017163622748
"42","009B",9,"TD",0.2,61,2.5838,1.27,72.9,10,1.5,1.89,1.63,2.29,0.7,0.6,1,0.77,0.84,1.09,46.61,72.9,7.94,7.19,6.6,6.02,1.02,0.52,6.99,6.28,6.78,5.06,0.53,0.64,"25C","009B",7.1,6.115,0.00103965039844512,0.492500000000001,918.72225,0.00143002958728821,0.0013823546779236,1.231,0.0193203114434205,7.565,6.635,0.37825,0.33175,7.29,2.89037776333398,0.439388932516241,2.5322,23.7345660377358,61.5943739622642,3.33570243865866,0.611027017434125,0.388972982565875,277.992188028681,-1.70139620140753,98.7659547272344,2.9385572230216,0.0290084622213386,0.0178675807013135,0.0286504846645942,0.0111408815200252,0.0107829039632808,0.976740967317046
"43","009C",9,"TD",0.2,63,1.236,0.5515,39.02,3,1.5,1.53,1.62,NA,NA,NA,NA,NA,NA,NA,27.65,39.02,6.35,6.18,4.98,4.54,0.78,0.76,6.5,6.04,5.23,4.68,1.24,1.33,"35C","009C",6.2675,4.8575,0.000544426618593742,0.705,383.19158121875,0.00178631273114856,0.00143922786154628,1.55,0.0122670362043173,6.265,6.27,0.31325,0.3135,3.902,1.20383192032061,0.458120432504501,1.1655,33.7414111764706,34.9402516666667,1.39721503720372,0.726012868389017,0.273987131610983,192.481220419885,-0.839912095835371,99.4087530921518,5.24867772753418,0.0518132056025092,0.0181036644340842,0.0515068616265273,0.033709541168425,0.0334031971924432,0.965194736969694
"44","009D",9,"TD",0.05,60,1.7315,0.8686,31.14,6,1.45,1.24,1.73,1.13,1.83,1.05,1.78,1.38,0.79,1.17,63.26,72.6,5.57,5.34,4,4.72,0.83,0.57,5.35,5.65,4.84,4.28,0.94,0.64,"45C","009D",5.4775,4.46,0.00108858274606001,0.50875,544.5545634375,0.00158459786757262,0.0015950651382241,1.355,0.0351763080530001,5.455,5.5,0.27275,0.275,7.26,1.7107782380833,0.507722146952929,1.5588,41.0577377227723,23.8045475247525,2.01535226405732,0.601873675451056,0.398126324548944,266.868173731757,-1.55203235102174,98.9354434161385,7.81130800577736,0.0771106417154725,0.0183558393538013,0.0762897553022326,0.0587548023616712,0.0579339159484313,0.952677202671983
"45","009E",9,"TD",0.1,116,4.9406,2.4526,37.47,9,1.93,1.44,1.57,1.38,1.3,1.47,0.93,1.24,1.34,1.65,57.93,74.61,10.13,9.89,8.45,8.74,1.46,1.56,9.18,9.53,8.4,8.43,1.04,1.06,"55C","009E",9.6825,8.505,0.00176214201740544,0.588750000000001,1748.68691357813,0.0014227818488726,0.0014025380878396,1.425,0.0248068322977514,10.01,9.355,0.5005,0.46775,7.461,5.49575698161769,0.446271552436453,4.5559,50.6517260576923,19.2243498076923,6.35575957902029,0.538871126690633,0.461128873309367,327.499848526871,-2.61356296623924,98.2663216567636,12.7561951560755,0.125924927503214,0.0242082485583007,0.123741794306354,0.101716678944913,0.0995335457480536,0.926024978567673
"46","010A",10,"TD",0.15,67,2.1287,1.1744,35.8,13,1.59,0.93,2.19,1.04,1.23,1.4,1.34,0.91,0.77,1.07,56.12,72.45,6.86,6.62,5.94,5.4,0.61,0.69,6.51,6.57,5.15,5.42,1.12,1.16,"10C","010A",6.64,5.4775,0.00117067303333721,0.58125,798.57288,0.00119500677258161,0.00147062344516383,1.247,0.0546880258464024,6.74,6.54,0.337,0.327,7.245,2.5089803668205,0.468078593013565,2.099,10.8800543238095,31.0353386666667,2.9207829642231,0.529437138898866,0.470562861101134,327.536626069539,-2.61444672067401,98.0253112883046,1.30263826117001,0.0128592128447188,0.00399090025622599,0.0126052834202612,0.00886831258849282,0.00861438316403526,0.991701908161756
"47","010B",10,"TD",0.1,44,1.746,0.7812,29.54,5,1.26,1.05,0.81,1.54,1.34,1.13,1.81,1.98,1.31,1.39,34.66,55.49,6.33,6.81,6.07,5.23,0.8,0.78,6.51,6.09,4.9,5.36,0.42,0.55,"25C","010B",6.435,5.39,0.000700691714837972,0.5225,574.4494738125,0.00167952107884585,0.00135991072428936,1.362,0.0263033438388889,6.57,6.3,0.3285,0.315,5.549,1.8049510058832,0.432809531922858,1.6871,24.5317568627451,59.7790708823529,2.07887827861047,0.698092905562092,0.301907094437908,217.057569614621,-1.03231262011235,99.2514251270133,3.08254210060025,0.030429833174731,0.0181906715429042,0.0302020430896932,0.0122391616318268,0.012011371546789,0.975803642683701
"48","010C",10,"TD",0.08,58,1.4469,0.75,54.13,11,2.41,1.68,1.63,1.58,1.81,1.38,1.02,1.58,1.24,1.62,36.96,54.13,6.43,6.64,5.17,5.21,1.46,1.85,6.25,6.27,5.48,5.36,1.27,1.28,"35C","010C",6.3975,5.305,0.000742834609489552,0.54625,553.858244578125,0.00125826419814483,0.00135413710519246,1.595,0.0317646711450521,6.535,6.26,0.32675,0.313,5.413,1.74026491656307,0.43096886736142,1.3985,32.6814108737864,37.3456165048544,2.00325192955008,0.517453821302165,0.482546178697835,347.505672150441,-3.16147869963872,97.7850682270796,4.9459693216495,0.0488249686243781,0.0182339855410757,0.0477435288811983,0.0305909830833024,0.0295095433401226,0.967011242788863
"49","010D",10,"TD",0.3,67,1.8139,0.9762,63.81,1,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.51,63.81,7.35,6.55,6.29,5.45,1.06,0.85,6.76,5.84,5.45,4.56,0.68,0.61,"45C","010D",6.625,5.4375,0.000801510606719547,0.59375,700.1651953125,0.00119643193578926,0.00139424239670225,2.07,0.00236551318330066,6.95,6.3,0.3475,0.315,6.381,2.20139834376807,0.443445414031277,1.6972,40.8043252525253,24.276704040404,2.54370223987197,0.459967444804985,0.540032555195015,384.529334397078,-4.72168689853224,96.7938731934755,7.70719025394441,0.0760828258039922,0.0184704024460113,0.0736435139307291,0.0576124233579809,0.0551731114847178,0.95394304181163
"50","010E",10,"TD",0.1,66,1.5456,0.7744,46.51,3,1.35,1.88,2.07,NA,NA,NA,NA,NA,NA,NA,33.96,46.51,6.89,6.7,5.97,5.65,1.11,0.84,6.25,6.77,5.07,5.35,0.77,0.69,"55C","010E",6.6525,5.51,0.000709745156547087,0.57125,514.583805796875,0.00149868688309329,0.00150490550086546,1.76666666666667,0.00969594251469602,6.795,6.51,0.33975,0.3255,4.651,1.61685995872694,0.478953044646945,1.3177,55.122915,12.5814958333333,1.88840281586979,0.487700742098933,0.512299257901067,352.969849237374,-3.33886560890956,97.8203135105884,15.8541177382115,0.156506591690143,0.0196908703123873,0.153095238656034,0.136815721377756,0.133404368343647,0.913606945515789
"51","011A",11,"TD",0,112,3.0076,1.3207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.91,46.47,9.06,9.54,8.4,8.09,0.95,0.56,9.15,9.65,8.56,8.25,0.77,0.64,"10C","011A",9.35,8.325,0.000996068654358199,0.512499999999999,1015.63089375,0.0016609380537564,0.00130037399229123,NA,NA,9.3,9.4,0.465,0.47,4.647,3.19072896910771,0.413917951912203,2.9963,10.2498945268817,31.78466,3.65383156651031,0.718176387500604,0.281823612499396,206.075656339495,-0.942227984393852,99.2822060487727,1.24901939103946,0.0123299051435288,0.00391901842819313,0.0122414018302164,0.00841088671533563,0.00832238340202331,0.991919789870795
"52","011B",11,"TD",0.02,107,4.0275,1.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.53,54.97,11.21,10.18,8.72,9.71,1.48,1.27,9.11,9.97,8.22,7.55,1.08,0.69,"25C","011B",10.1175,8.55,0.00132003369432701,0.78375,1406.73460739062,0.00145692015340523,0.00140609322441354,NA,NA,10.695,9.54,0.53475,0.477,5.497,4.42418663404119,0.447087829609311,3.9941,25.2185833333333,56.9039008888889,5.11777104962561,0.642116883089422,0.357883116910578,253.983645486315,-1.39659855516931,98.9909216860705,3.21149149982182,0.0317027788728709,0.0180401178688421,0.0313828730063518,0.0136626610040288,0.0133427551375097,0.975288504562403
"53","011C",11,"TD",0,80,2.5886,1.1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.79,60.05,7.57,7.68,6.69,4.97,1.01,0.81,7.93,7.33,6.04,6.85,0.56,0.76,"35C","011C",7.6275,6.1375,0.000929505296072286,0.745,873.408578203125,0.00168523648236677,0.00127855396416807,NA,NA,7.625,7.63,0.38125,0.3815,6.005,2.74389407112183,0.406976352240684,2.5481,33.5703694565217,34.1680282608696,3.13546420099196,0.709047643749902,0.290952356250098,214.062272728996,-1.00703207374499,99.2911347798699,5.19877220050791,0.0513205547927731,0.0175352216652298,0.0509567612290693,0.0337853331275433,0.0334215395638396,0.96575400855285
"54","011D",11,"TD",0.4,82,2.7552,1.3883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.87,68.1,7.85,8.01,7.11,7.02,0.45,0.57,8.02,7.72,6.31,6.64,0.66,0.84,"45C","011D",7.9,6.77,0.00128733984643945,0.565,1062.53025,0.00128645749144554,0.00130659809450131,NA,NA,7.93,7.87,0.3965,0.3935,6.81,3.3380532733014,0.415901091544576,2.6763,39.8783494382022,25.0893842696629,3.8248597668079,0.528614162289723,0.471385837710277,344.080717942511,-3.05704707565145,97.9061843006689,7.33685746362398,0.0724270233329119,0.0181714941990727,0.0709105349478092,0.0542555291338392,0.0527390407487365,0.955458985426559
"55","011E",11,"TD",0.4,79,2.3715,1.0028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.65,53.4,7.65,7.79,6.63,6.37,0.81,0.73,8.18,7.99,6.41,7.07,0.6,0.65,"55C","011E",7.9025,6.62,0.000711277389824059,0.64125,833.7009084375,0.00164171585534815,0.00120282944381028,NA,NA,7.72,8.085,0.386,0.40425,5.34,2.61961427352131,0.382804449546699,2.2142,55.3960747126437,12.2843137931034,2.97124544235247,0.615409487068265,0.384590512931735,288.991188513738,-1.86530342091555,98.7773799184881,16.0625837362736,0.158564498877331,0.0194785606065533,0.156625857471908,0.139085938270778,0.137147296865355,0.911947790960769
"56","012A",12,"TD",0.15,70,2.2364,1.0873,48.32,6,0.83,1.05,0.99,1.41,1.38,1.36,NA,NA,NA,NA,34.41,48.32,8.3,7.9,6.51,6.22,1.19,1.21,7.89,7.5,6.22,6.61,0.75,1.02,"10C","012A",7.8975,6.39,0.000853737149851171,0.753750000000001,753.4357155,0.00152514670642794,0.00144312245574719,1.17,0.0157229737803689,8.1,7.695,0.405,0.38475,4.832,2.36750684383354,0.459259496052569,2.2055,10.7434191931818,34.9468385227273,2.74876788279458,0.673019329220613,0.326980670779387,229.46834735012,-1.14324516985844,99.1312445578431,1.29084328430316,0.0127427767453422,0.00445319761250637,0.0126320731788851,0.00828957913283579,0.00817887556637872,0.991457364604304
"57","012B",12,"TD",0,75,4.7092,2.1133,72.02,8,0.84,2.08,1.05,0.88,0.99,1.2,1.34,0.97,NA,NA,48.28,72.02,9.39,9.92,7.94,8.41,0.82,0.82,8.94,8.54,7.16,7.64,1.21,1.23,"25C","012B",9.1975,7.7875,0.00139504086826761,0.705,1523.11508253125,0.00170433608712344,0.00138748543970028,1.16875,0.0120772226675279,9.655,8.74,0.48275,0.437,7.202,4.78895357964105,0.441286382266081,4.6423,23.3213325581395,60.8213490697674,5.52998085236832,0.740192048738466,0.259807951261534,185.360087043245,-0.789956012052692,99.4243295019848,2.86625846516916,0.0282947528644537,0.0172092504081174,0.0281318683197268,0.0110855024563363,0.0109226179116093,0.977329440636078
"58","012C",12,"TD",0,69,4.4369,2.0265,73.66,6,1.16,0.85,0.68,0.73,0.65,1.05,NA,NA,NA,NA,62.21,73.66,9.36,9.6,7.89,7.93,1.69,1.54,8.68,8.56,7.41,7.45,1.04,1.22,"35C","012C",9.05,7.67,0.00176871823476738,0.69,1508.2345375,0.00159815992809407,0.0013436239189689,0.853333333333333,0.00900058953861478,9.48,8.62,0.474,0.431,7.366,4.74182418092359,0.427367174040875,4.2987,32.9512825581395,35.1782824418605,5.4524150900145,0.663238854524671,0.336761145475329,243.306172054187,-1.28007253884061,99.0979924412691,5.02156279462609,0.0495712023161509,0.0174382975606017,0.0491240663243054,0.0321329047555492,0.0316857687637038,0.966718818057546
"59","012D",12,"TD",0,49,1.8119,0.8237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.19,49.94,7.05,7.36,6.15,6.17,0.63,0.48,7.15,7.29,6.2,6.02,1.23,1,"45C","012D",7.2125,6.135,0.000706726007467171,0.53875,649.47165078125,0.00152154447205093,0.0012682616693264,NA,NA,7.205,7.22,0.36025,0.361,4.994,2.04037610223642,0.403700082106019,1.7101,42.2159730487805,21.6752707317073,2.32920597236629,0.588772157845908,0.411227842154092,303.427378750269,-2.10969707617509,98.5609748083271,8.30278147049798,0.0819623047433167,0.0177655514510609,0.0807828465303846,0.0641967532922558,0.0630172950793237,0.950725801009277
"60","012E",12,"TD",0.02,60,3.6941,1.4312,52.2,5,1.1,1.89,1.25,0.79,1.18,NA,NA,NA,NA,NA,28.7,52.2,9.94,10.04,8.61,8.41,0.77,0.71,9.81,9.9,7.63,8.28,1.2,1.45,"55C","012E",9.9225,8.2325,0.000894649404120523,0.845,1284.8508815625,0.00176121605430826,0.00111390358253833,1.242,0.00965335758256758,9.99,9.855,0.4995,0.49275,5.22,4.03654035585977,0.354561053235193,3.2172,55.2160929268293,12.0342829268293,4.53838970650912,0.574795930952843,0.425204069047157,327.307444007384,-2.60894603447667,98.2932074514446,15.9249665529254,0.157205987689293,0.018918613336446,0.154522807605529,0.138287374352847,0.135604194269083,0.913279289529012
"61","013A",13,"MG",0,57,3.4062,1.7524,22.17,10,1.03,0.92,0.76,0.98,0.81,0.91,0.87,0.74,0.86,0.84,54.48,65.91,8.54,8.98,6.26,7.47,3.84,3.26,8.68,8.06,6.37,7.15,2.97,3.98,"10C","013A",8.565,6.8125,0.00146593373392925,0.87625,1208.7766299375,0.00136816013731628,0.0014497302120166,0.872,0.0526631629864332,8.76,8.37,0.438,0.4185,6.591,3.79813990933331,0.461383740944814,3.3907,10.2105825306122,31.3332528571429,4.41261783141124,0.61585182260465,0.38414817739535,269.057448068208,-1.58024148287789,98.7989264366124,1.24573979784045,0.01229753008727,0.00385321619742753,0.0121498277044421,0.00844431388984245,0.00829661150701461,0.991998478049065
"62","013B",13,"MG",0.05,24,3.8798,1.8077,19.88,15,1.26,0.95,0.77,0.98,0.76,0.59,0.62,0.98,1.06,1.07,51.75,66.45,8.61,9.06,6.91,7.25,0.92,1.02,8.59,8.31,6.67,6.9,0.99,0.75,"25C","013B",8.6425,6.9325,0.00140507535082263,0.855,1240.83424382813,0.0016699248995638,0.00145684245014308,0.904,0.0873042710995507,8.835,8.45,0.44175,0.4225,6.645,3.89884039635492,0.463650679748277,3.8345,25.1436010416667,56.9886654166667,4.53270922752375,0.743777297899934,0.256222702100066,179.081254050952,-0.747804728419213,99.4582834363044,3.19718878726988,0.0315615872385971,0.0179865273515935,0.0313906128927604,0.0135750598870036,0.0134040855411669,0.975311429877823
"63","013C",13,"MG",0,55,4.1473,2.0758,29.63,19,1,1.01,0.73,0.78,0.95,0.72,0.62,0.8,0.78,0.78,57.01,72.15,9.08,9.81,7.72,7.65,1.07,1.37,9.61,8.87,6.87,7.88,1.34,0.93,"35C","013C",9.3425,7.53,0.00167326227716493,0.90625,1574.35459898437,0.00131577727237329,0.00131850855032221,0.817,0.0686370869119822,9.445,9.24,0.47225,0.462,7.215,4.94617929304099,0.419677467600202,4.0767,33.4199915625,34.3512645833333,5.67405721511891,0.556074755187805,0.443925244812195,322.947697704025,-2.50717369220265,98.2436160369219,5.15523631333023,0.0508907829548887,0.0174816275013637,0.0499969454043842,0.033409155453525,0.0325153179030205,0.966260713547126
"64","013D",13,"MG",0,48,4.1755,2.1193,38.93,29,0.8,0.95,0.96,0.69,0.87,1.03,0.78,0.93,1.04,0.56,62.37,77.65,9.35,8.75,7.47,6.87,4.02,4.39,8.85,8.88,7.2,7.18,3.85,3.33,"45C","013D",8.9575,7.18,0.00175514270605287,0.888750000000001,1557.59700132813,0.00132011039970334,0.00136062152032453,0.861,0.0831623546388356,9.05,8.865,0.4525,0.44325,7.765,4.8935092342575,0.433083886950418,4.1062,39.9569548387097,24.9594344086021,5.63664040308867,0.564887037448878,0.435112962551122,312.749057951024,-2.28861029751389,98.4287277543917,7.36768627129832,0.0727313550967257,0.0181533348698547,0.0715885475002361,0.054578020226871,0.0534352126303813,0.955129058814955
"65","013E",13,"MG",0,66,5.6972,2.9695,27.9,29,0.65,0.73,0.95,0.76,0.81,0.73,0.8,0.84,0.91,0.85,63.87,80.68,10.35,9.84,8.45,8.29,5.62,3.99,9.2,10,8.39,7.5,4.21,4.38,"55C","013E",9.8475,8.1575,0.00197593556562312,0.845000000000001,1955.9505785625,0.00139456488824206,0.00151818764366858,0.803,0.105552325290428,10.095,9.6,0.50475,0.48,8.068,6.14609382135372,0.483152403187029,5.4017,55.3989053684211,12.2270473684211,7.18734706810696,0.576644899809421,0.423355100190579,290.5336495032,-1.88973153017174,98.7614785905714,16.0647561933787,0.158585944653294,0.0193903785724163,0.156621823776418,0.139195566080878,0.137231445204002,0.911993898825583
"66","014A",14,"CC",0.15,117,5.4145,3.3308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.77,82.69,8.8,9.35,7.46,7.16,1.71,2.23,8.53,8.69,7.47,7.51,4.72,4.38,"10C","014A",8.8425,7.4,0.00179928035495985,0.72125,1616.37876970312,0.00128911616451304,0.00206065562257524,NA,NA,9.075,8.61,0.45375,0.4305,8.269,5.07917388836297,0.65577593388391,5.3871,11.2239877368421,36.3999944736842,6.24711674550583,0.705101736006161,0.294898263993839,169.322170181304,-0.685562193316151,99.4790092145192,1.33274920527411,0.013156458097474,0.0047889500204131,0.0130879141630905,0.00836750807706086,0.00829896414267739,0.991061567908248
"67","014B",14,"CC",0.03,81,2.8258,1.7251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.81,65.77,8.14,8.27,7.25,7.04,2.33,2.76,7.05,7.46,6.45,6.44,2.05,2.55,"25C","014B",7.73,6.795,0.00120961150348213,0.4675,982.48705825,0.00112032010066429,0.00175585010053235,NA,NA,8.205,7.255,0.41025,0.36275,6.577,3.09045905882683,0.558201861653157,2.7948,23.7325454545455,61.6906102727273,3.69536425363203,0.542922096885275,0.457077903114725,291.401450881504,-1.90364144775941,98.6202706385691,2.93819986721531,0.0290049345233496,0.0178933211166593,0.0286047449254671,0.0111116134066903,0.0107114238088078,0.976750966978937
"68","014C",14,"CC",0.15,101,2.1787,1.3572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.02,37.5,9.19,9.7,8.13,8.52,0.86,0.87,8.38,8.7,7.66,7.91,1.39,1.3,"35C","014C",8.9925,8.055,0.000791586629686122,0.46875,758.10990234375,0.00108361597370022,0.00179024175228964,NA,NA,9.445,8.54,0.47225,0.427,3.75,2.38368268960048,0.569371085304763,2.1282,33.6870111607143,35.1270354464286,2.85958398830177,0.513184382956253,0.486815617043747,306.829424693419,-2.17288773778301,98.4773196374276,5.23276035948001,0.0516560746246792,0.0181452476436447,0.0508695177202935,0.0335108269810345,0.0327242700766488,0.965492617318031
"69","014D",14,"CC",0.08,71,4.9989,2.8308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.69,78.79,8.13,8.06,7.5,7.25,1.17,1.21,8.28,7.79,6.86,7.19,1.11,0.92,"45C","014D",8.065,7.2,0.00171505779020884,0.4325,1281.2086219375,0.00169223026045618,0.0022094762332454,NA,NA,8.095,8.035,0.40475,0.40175,7.879,4.02505415885114,0.703294884560755,4.7958,41.0625964220184,23.8868091743119,5.01767234066932,0.898543533363536,0.101456466636464,55.1228211877406,-0.164629966908903,99.8865392532824,7.81331606284568,0.0771304645888023,0.0184240068915874,0.0770429517877331,0.0587064576972149,0.0586189448961457,0.95226652066034
"70","014E",14,"CC",0.3,103,4.0095,2.4952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.08,62.05,10,9.7,9.22,8.38,1.37,1.92,9.15,9.11,7.79,7.61,0.93,0.88,"55C","014E",9.49,8.25,0.00113530623988016,0.62,1397.05730125,0.00108392118107475,0.00178603984086225,NA,NA,9.85,9.13,0.4925,0.4565,6.205,4.39109026115186,0.568241564532419,3.8064,50.1638774528302,19.9786336792453,5.26603052089212,0.473215517915486,0.526784482084514,332.407314376005,-2.73512350892766,98.1837098550744,12.4519741822764,0.122921758956332,0.0245580879339704,0.120689143162439,0.0983636710223614,0.0961310552284683,0.927376384451795
"71","015A",15,"CC",0.2,105,4.6441,2.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9,94.1,8.07,8.53,7.18,7.53,1.42,1.19,7.56,7.73,7.49,6.29,1.29,1.06,"10C","015A",7.9725,7.1225,0.00177578603283979,0.425,1495.26679078125,0.00114701938849581,0.00195884775750931,NA,NA,8.3,7.645,0.415,0.38225,9.41,4.70016145737246,0.623170081828935,4.6318,10.8074764494382,32.8404568539326,5.72721340542441,0.608531142299255,0.391468857700745,233.058675826165,-1.17733239908781,99.1056586608921,1.29636124257436,0.0127972481991546,0.00420267477333402,0.0126827971182413,0.00859457342582054,0.00848012234490726,0.991557264054212
"72","015B",15,"CC",0.5,86,3.8981,2.3239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.49,80.87,7.93,8.61,7.06,6.13,0.92,1.16,7.75,7.75,6.35,7.03,0.56,0.68,"25C","015B",8.01,6.6425,0.00122020998045828,0.68375,1297.15682175,0.00121357724340241,0.00179153357638348,NA,NA,8.27,7.75,0.4135,0.3875,8.087,4.0765695497985,0.570062640073164,3.8759,24.5279186046512,59.8248156976744,4.89144357577252,0.604468806155718,0.395531193844282,249.117196055865,-1.34221067385974,99.027787580631,3.08183436733803,0.030422846666713,0.0182004119483471,0.0301270719730936,0.0122224347183659,0.0119266600247465,0.97583625803928
"73","015C",15,"CC",0.35,103,4.6342,2.8172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.41,58.9,10.29,10.42,8.16,8.44,1.4,1.53,10.79,10.08,8.87,9.47,1.12,1.33,"35C","015C",10.395,8.735,0.00145029095870887,0.83,1591.124968125,0.00114195932839969,0.00177057117224414,NA,NA,10.355,10.435,0.51775,0.52175,5.89,4.9986911827791,0.563587526612063,4.5782,32.9718174712644,36.9929793103448,5.98654053342845,0.555636095719581,0.444363904280419,281.741856404392,-1.755332463973,98.765256285443,5.02735562556323,0.0496283872217495,0.0183590190169996,0.049015603829893,0.0312693682047499,0.0306565848128934,0.966312688576554
"74","015D",15,"CC",0.1,63,3.3277,2.1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.5,71.98,7.36,7.18,6.73,6.27,1.46,1.31,7.16,7.11,5.76,5.72,0.95,0.88,"45C","015D",7.2025,6.12,0.00125581632035517,0.54125,933.50873246875,0.00129650635061469,0.00226821659653932,NA,NA,7.27,7.135,0.3635,0.35675,7.198,2.93279003541844,0.721974629765098,3.2547,40.7409188235294,24.3674541176471,3.67525497048338,0.730042283491328,0.269957716508672,143.397572074529,-0.537220574539977,99.6298517435971,7.68132702306413,0.0758275125672668,0.0184772343333818,0.0755468383516253,0.057350278233885,0.0570696040182435,0.952987963657496
